	City	Price	State	Title	Url	Condition	Cylinders	Description	Drive	Fuel	Make_Model	Num_Image	Odometer	Paint_Color	Size	Time	Title_Status	Transmission	VIN	Year
989	N/A	400	N/A	1983 ford tempo	https://northmiss.craigslist.org/cto/d/1983-ford-tempo/6473666181.html			Car runs but stops and the red light and starts right back up. Gotta be something simple . Don't have time to fool with it. Come get it.		 gas	ford tempo	4.0				2018-01-26 11:33am	 clean	 manual		1983.0
990	N/A	18750	N/A	2016 Ford Mustang EcoBoost Premium Turbo 2.3L CARFAX One Owner Leather	https://northmiss.craigslist.org/ctd/d/2016-ford-mustang-ecoboost/6473663418.html			"2016 Ford Mustang EcoBoost PremiumFor Vehicle Availability Contact Us Now!!Butch Davis Chevrolet  ""DRIVE A LITTLE-SAVE A LOT!""Call Us AT: (662) 200-5006 Stock Number: P1135  Year:*2016*Make: *Ford*Model: *Mustang*Trim: *EcoBoost Premium*VIN: 1FA6P8TH6G5281679Stock: P1135Mileage: 47266 milesEngine: EcoBoost 2.3L I4 GTDi DOHC Turbocharged VCTTransmission: 6-Speed Automatic with Select-ShiftDriveline: Exterior: Ingot Silver MetallicBody: 2D Coupe CoupeWe are conveniently located at:2015 City Ave NRipley, MS 38663Call Us (662) 200-5006Stock Number: P1135  2016 Ford Mustang EcoBoost Premium with Leather for sale - Only 47K miles 1 Owner Clean Carfax Powertrain warranty Automatic transmission Back Up Camera Leather seats Heated - Cooled - Power seats XM radio OnStar Shaker speakers Bluetooth connectivity Power windows Power locks Cruise Remote starter 18 inch alloy wheels and much more. This vehicle offers a sharp looking color combination of Ingot Silver Metallic paint with Ebony leather interior. Equipped with a powerful yet fuel friendly 2. 3L EcoBoost turbocharged engine that gets an impressive 32 MPG on the highway.This Ford has been checked out by our service department and has passed inspection. No need to worry this Mustang has remaining factory powertrain warranty until 60000 miles! Also for a few extra dollars per month you can extend the bumper to bumper protection all the way up to 120000 miles!Butch Davis Chevrolet will help you save money while having the easiest car buying experience of your life! Many of the vehicles we stock are priced at thousand of dollars below what most other dealers charge. Our low no haggle internet prices are clearly marked on each and every vehicle. No pressure tactics here because our sales staff works on salary. At Butch Davis Chevrolet you will never waste time or get stressed out negotiating price or dealing with pushy commissioned sales people!FINANCING FOR FAIR GOOD AND EXCELLENT CREDIT - We have lenders that offer low interest rates. Most of our vehicles can be financed with 0 down for up to 75 months. The combination of low rates and flexible terms allows our customers with a good credit rating to get a low monthly payment often much less than they expect.FINANCING FOR POOR CREDIT - We have lenders that can help you. Bring your most recent paystub and your ID. A down payment of 2000 dollars or more is recommended.Trade ins are welcome.Open 9-7 during the week and 9-6 on Friday and Saturday. Closed Sundays. THANK YOU! Similar Years: 2014 14 2015 15 2016 16 2017 17 2018 18 Similar Trims: Other: Turbo Turbocharged 2.3L Liter Liters 2.3Liter CARFAX One Owner 1 Heated Leather Seats Fuel Efficient Gas Saver Coupe 2 Two Door GS GT S GT500 Sport Premium Limited Edition EcoBoost BOSS Shelby 3.7L 4.6L 5.0L L V6 V8 Bluetooth Back-Up Backup Camera Aluminum Alloy Wheels _2016_ _Ford_ _Mustang_ _EcoBoost_ _Premium_ _Turbo_ _2.3L_ _CARFAX_ _One_ _Owner_ _Leather_ _Seats_ _Fuel_ _Efficient_ _Coupe_ _Bluetooth_ _Backup_ _Camera_ _Aluminum_ _Wheels_ _16_ *2016* *Ford* *Mustang* *EcoBoost* *Premium* *Turbo* *2.3L* *CARFAX* *One* *Owner* *Leather* *Seats* *Fuel* *Efficient* *Coupe* *Bluetooth* *Backup* *Camera* *Aluminum* *Wheels* *16*"		 gas	Ford Mustang EcoBoost Premium Tu	12.0	47266.0			2018-01-26 11:32am	 clean	 automatic	 1FA6P8TH6G5281679	2016.0
991	N/A	23000	N/A	2011 Chevrolet Silverado 1500 LT Crew Cab 4WD	https://northmiss.craigslist.org/ctd/d/2011-chevrolet-silverado-1500/6473662799.html		 8 cylinders	2011 Chevrolet Silverado 1500 LT Crew Cab 4WD -- $23,000 â˜Ž Call: (256) 907-7256  ðŸ“± Text  (256) 907-7256 Vehicle Information: 2011 Chevrolet Silverado 1500 LT Crew Cab 4WDPrice:  $23,000    Year:  2011*      Make:  *Chevrolet**      Model:  *Silverado 1500**      Series:  *LT Crew Cab 4WD**      Body Style:  Truck*    Stock Number:  HA17330    VIN:  3GCPKSE32BG381775    Mileage:  140,000    Engine:  5.3L V8 OHV 16V FFV    Transmission:  Automatic    Exterior Color:  Silver*    Interior Color:  Black*We offer financing! Paste the link below to apply today!http://aswt.co/tg1f   For more details, pictures and information on this ***Chevrolet**** ***Silverado 1500**** ***LT Crew Cab 4WD****, Paste the link below into your browser:  http://aswt.co/x0og   Vehicle Options For This *Chevrolet** *Silverado 1500**:   âœ… Truck*                âœ… 3 Months Free OnStar                âœ… 4x4                âœ… AM/FM                âœ… Adjustable Pedals                âœ… Air Conditioning                âœ… Alarm System                âœ… Alloy Wheels                âœ… Anti-Lock Brakes                âœ… Automatic Climate Control                âœ… Automatic Headlights                âœ… Bedliner                âœ… Brush Guard                âœ… CD                âœ… Child Safety Door Locks                âœ… Cruise Control                âœ… Daytime Running Lights                âœ… Driver Airbag                âœ… Driver Multi-Adjustable Power Seat                âœ… Fog Lights                âœ… Heated Exterior Mirror                âœ… Interval Wipers                âœ… Keyless Entry                âœ… Passenger Airbag                âœ… Passenger Multi-Adjustable Power Seat                âœ… Pickup Truck Cargo Box Light                âœ… Power Brakes                âœ… Power Locks                âœ… Power Mirrors                âœ… Power Seats                âœ… Power Steering                âœ… Power Windows                âœ… Rear Defroster                âœ… Running Boards                âœ… Second Row Folding Seat                âœ… Separate Driver/Front Passenger Climate Controls                âœ… Side Head Curtain Airbag                âœ… Spray In Bedliner                âœ… Steering Wheel Mounted Controls                âœ… Sun Roof                    â˜Ž Call (256) 907-7256   or ðŸ“± Text  (256) 907-7256  to find out more about this ***Chevrolet**** ***Silverado 1500****.  -or-            Paste the link below into your browser to get more detailed information about this ____Chevrolet*____Silverado 1500*____LT Crew Cab 4WD*:  http://aswt.co/x0og    Call  or Text  us today and mention that you heard about this vehicle on Craigslist!	 4wd	 gas	Chevrolet Silverado 1500	24.0	140578.0	 silver		2018-01-26 11:31am	 clean	 automatic	 3GCPKSE32BG381775	2011.0
992	N/A	16200	N/A	2011 BMW X5	https://northmiss.craigslist.org/cto/d/2011-bmw-x5/6473653083.html	 like new	 6 cylinders	X Drive 35i. Twin Turbo. Mag tires and wheels. 5 passenger and very well maintained. Vehicle is like new in every way. Immaculate black leather interior and exceptional exterior. Zero blemishes or dings. Fully loaded including side and rear cameras, color monitor, navigation and Bluetooth. Never smoked in. No trades. Clear title in hand. Serious inquiries only.	 4wd	 gas	bmw x5	11.0	99545.0	 black	 mid-size	2018-01-26 11:25am	 clean	 automatic		2011.0
993	N/A	13750	N/A	2012 Ford F150 F-150 XL Turbo V6 CARFAX One Owner Crew Cab Bluetooth	https://northmiss.craigslist.org/ctd/d/2012-ford-fxl-turbo-v6-carfax/6473652420.html			"2012 Ford F-150 XLFor Vehicle Availability Contact Us Now!!Butch Davis Chevrolet  ""DRIVE A LITTLE-SAVE A LOT!""Call Us AT: (662) 200-5006 Stock Number: P1116  Year:*2012*Make: *Ford*Model: *F-150*Trim: *XL*VIN: 1FTFW1CT5CFB12248Stock: P1116Mileage: 128569 milesEngine: EcoBoost 3.5L V6 GTDi DOHC 24V Twin TurbochargedTransmission: 6-Speed Automatic ElectronicDriveline: Exterior: Sterling Gray MetallicBody: 4D SuperCrew TruckWe are conveniently located at:2015 City Ave NRipley, MS 38663Call Us (662) 200-5006Stock Number: P1116  2012 Ford F-150 XL Crew Cab for sale - Only 128K miles 1 Owner Clean Carfax 3. 5L V6 EcoBoost engine Automatic transmission XM radio Bluetooth connectivity Power windows Power locks Cruise Tow package and much more. This vehicle offers a sharp looking color combination of Ingot Silver Metallic paint with Steel Gray interior. Equipped with easy to clean vinyl seats and flooring.This Ford has been checked out by our service department and has passed inspection. No need to worry about future repairs for a few extra dollars per month you can get extended warranty protection!Butch Davis Chevrolet will help you save money while having the easiest car buying experience of your life! Many of the vehicles we stock are priced at thousand of dollars below what most other dealers charge. Our low no haggle internet prices are clearly marked on each and every vehicle. No pressure tactics here because our sales staff works on salary. At Butch Davis Chevrolet you will never waste time or get stressed out negotiating price or dealing with pushy commissioned sales people!FINANCING FOR FAIR GOOD AND EXCELLENT CREDIT - We have lenders that offer low interest rates. Most of our vehicles can be financed with 0 down for up to 75 months. The combination of low rates and flexible terms allows our customers with a good credit rating to get a low monthly payment often much less than they expect.FINANCING FOR POOR CREDIT - We have lenders that can help you. Bring your most recent paystub and your ID. A down payment of 2000 dollars or more is recommended.Trade ins are welcome.Open 9-7 during the week and 9-6 on Friday and Saturday. Closed Sundays. THANK YOU! Similar Years: 2010 10 2011 11 2012 12 2013 13 2014 14 Similar Trims: FX2 FX4 Harley-Davidson King Ranch Lariat Platinum STX SVT Raptor XL XLTOther: F 150 250 350 450 F-150 F-250 F-350 F-450 F150 F250 F350 F450 1/2ton 3/4ton 1ton half one ton Regular Single Extended SuperCab SuperCrew Crew Cab Short Long Bed SB LB 4WD AWD 4x4 RWD Pickup Truck Super Duty XLT Cabela L 6.0L Turbodiesel Turbo Turbocharged V6 CARFAX One Owner 1 Bluetooth Tow Package _2012_ _Ford_ _F150_ _F-150_ _XL_ _Turbo_ _V6_ _CARFAX_ _One_ _Owner_ _Crew_ _Cab_ _Bluetooth_ _Tow_ _Package_ _12_ *2012* *Ford* *F150* *F-150* *XL* *Turbo* *V6* *CARFAX* *One* *Owner* *Crew* *Cab* *Bluetooth* *Tow* *Package* *12*"		 gas	Ford F150 F-150 XL Turbo V6 CARF	9.0	128569.0			2018-01-26 11:25am	 clean	 automatic	 1FTFW1CT5CFB12248	2012.0
994	N/A	650	N/A	2003 ford expedition	https://northmiss.craigslist.org/cto/d/2003-ford-expedition/6473645222.html			Timing chain tensioner malfunction. 4.6 engine,don't know anything about that stuff. Will start and go ,just shuts off after a while and restarts right back up. Bad driver side fender from a deer plowing into me. Has a new one painted to match. Never put it on.Spare on back due to blow out, rim in the back. 18 inch rims and tires. I do have the originals also. Just want it out my yard.clean title in hand.  show contact info Jeff		 gas	ford expedition	7.0				2018-01-26 11:20am	 clean	 automatic		2003.0
995	N/A	9500	N/A	2016 Nissan Versa S 1.6L CARFAX One Owner Fuel Efficient Bluetooth 16	https://northmiss.craigslist.org/ctd/d/2016-nissan-versa-16l-carfax/6473642180.html			"2016 Nissan Versa 1.6 SFor Vehicle Availability Contact Us Now!!Butch Davis Chevrolet  ""DRIVE A LITTLE-SAVE A LOT!""Call Us AT: (662) 200-5006 Stock Number: P1128  Year:*2016*Make: *Nissan*Model: *Versa*Trim: *1.6 S*VIN: 3N1CN7AP7GL862179Stock: P1128Mileage: 46114 milesEngine: 1.6L I4 DOHC 16VTransmission: 4-Speed AutomaticDriveline: Exterior: Brilliant SilverBody: 4D Sedan SedanWe are conveniently located at:2015 City Ave NRipley, MS 38663Call Us (662) 200-5006Stock Number: P1128  2016 Nissan Versa 1. 6 S for sale - Only 46K miles 1 Owner Clean Carfax Powertrain warranty Automatic transmission Bluetooth connectivity Power windows Power locks Cruise Rear spoiler and much more. This vehicle offers a sharp looking color combination of Brilliant Silver paint with Charcoal interior. Equipped with a powerful yet fuel friendly 1. 6L engine that gets an impressive 35 MPG on the highway which means you will save a lot of money at the pump.This Nissan has been checked out by our service department and has passed inspection. No need to worry this Versa has remaining factory powertrain warranty until 60000 miles! Also for a few extra dollars per month you can extend the bumper to bumper protection all the way up to 120000 miles!Named a 2016 KBB.com 5-Year Cost to Own Award winner!Butch Davis Chevrolet will help you save money while having the easiest car buying experience of your life! Many of the vehicles we stock are priced at thousand of dollars below what most other dealers charge. Our low no haggle internet prices are clearly marked on each and every vehicle. No pressure tactics here because our sales staff works on salary. At Butch Davis Chevrolet you will never waste time or get stressed out negotiating price or dealing with pushy commissioned sales people!FINANCING FOR FAIR GOOD AND EXCELLENT CREDIT - We have lenders that offer low interest rates. Most of our vehicles can be financed with 0 down for up to 75 months. The combination of low rates and flexible terms allows our customers with a good credit rating to get a low monthly payment often much less than they expect.FINANCING FOR POOR CREDIT - We have lenders that can help you. Bring your most recent paystub and your ID. A down payment of 2000 dollars or more is recommended.Trade ins are welcome.Open 9-7 during the week and 9-6 on Friday and Saturday. Closed Sundays. THANK YOU! Similar Years: 2014 14 2015 15 2016 16 2017 17 2018 18 Similar Trims: Other: 1.6 Liters Liter 1.6Liter 1.6L CARFAX One Owner 1 Fuel Efficient Gas Saver S SL SV 1.8L L Plus + Sedan Hatchback Station Wagon Bluetooth _2016_ _Nissan_ _Versa_ _S_ _1.6L_ _CARFAX_ _One_ _Owner_ _Fuel_ _Efficient_ _Bluetooth_ _16_ *2016* *Nissan* *Versa* *S* *1.6L* *CARFAX* *One* *Owner* *Fuel* *Efficient* *Bluetooth* *16*"		 gas	Nissan Versa S 1.6L CARFAX One O	13.0	46114.0			2018-01-26 11:18am	 clean	 automatic	 3N1CN7AP7GL862179	2016.0
996	N/A	26000	N/A	09 Freightliner Cascadia	https://northmiss.craigslist.org/cto/d/09-freightliner-cascadia/6473633493.html			09 Freightliner Cascadia automatic transmission. This equipment will sale fast. I will take payments on this truck with a down payment		 diesel	freightliner cascadia	4.0	800000.0			2018-01-26 11:13am	 clean	 automatic		2009.0
997	N/A	19500	N/A	2014 Jeep Grand Cherokee Limited V6 3.6L CARFAX Leather Seats SUV	https://northmiss.craigslist.org/ctd/d/2014-jeep-grand-cherokee/6473632553.html			"2014 Jeep Grand Cherokee LimitedFor Vehicle Availability Contact Us Now!!Butch Davis Chevrolet  ""DRIVE A LITTLE-SAVE A LOT!""Call Us AT: (662) 200-5006 Stock Number: P1120  Year:*2014*Make: *Jeep*Model: *Grand Cherokee*Trim: *Limited*VIN: 1C4RJEBG3EC444474Stock: P1120Mileage: 88644 milesEngine: 3.6L V6 Flex Fuel 24V VVTTransmission: 8-Speed AutomaticDriveline: Exterior: Billet Silver Metallic ClearcoatBody: 4D Sport Utility SUVWe are conveniently located at:2015 City Ave NRipley, MS 38663Call Us (662) 200-5006Stock Number: P1120  2014 Jeep Grand Cherokee Limited with Sunroof for sale - Only 88K miles Clean Carfax 3. 6L V6 engine Back Up Camera Sunroof Leather seats Power assisted rear gate Heated - Memory - Power seats Heated steering wheel XM radio Power windows Power locks Cruise Remote starter 20 inch chrome wheels and much more. This vehicle offers a sharp looking color combination of Billet Silver Metallic Clearcoat paint with Black leather interior. This Jeep has been checked out by our service department and has passed inspection. No need to worry about future repairs for a few extra dollars per month you can get extended warranty protection!Named a 2014 IIHS Top Safety Pick winner!Butch Davis Chevrolet will help you save money while having the easiest car buying experience of your life! Many of the vehicles we stock are priced at thousand of dollars below what most other dealers charge. Our low no haggle internet prices are clearly marked on each and every vehicle. No pressure tactics here because our sales staff works on salary. At Butch Davis Chevrolet you will never waste time or get stressed out negotiating price or dealing with pushy commissioned sales people!FINANCING FOR FAIR GOOD AND EXCELLENT CREDIT - We have lenders that offer low interest rates. Most of our vehicles can be financed with 0 down for up to 75 months. The combination of low rates and flexible terms allows our customers with a good credit rating to get a low monthly payment often much less than they expect.FINANCING FOR POOR CREDIT - We have lenders that can help you. Bring your most recent paystub and your ID. A down payment of 2000 dollars or more is recommended.Trade ins are welcome.Open 9-7 during the week and 9-6 on Friday and Saturday. Closed Sundays. THANK YOU! Similar Years: 2012 12 2013 13 2014 14 2015 15 2016 16 Similar Trims: Laredo 4dr SUV 3.6L 6cyl 8A 4WD Limited Overland SRT 6.4L 8cyl Summit 8AOther: V6 Liters CARFAX Heated Leather Seats Sport Utility X Altitude Trailhawk Alpine Vapor 3.0L 3.7L 4.7L 5.7L L V8 HEMI SRT8 SRT9 4x4 AWD 4x2 Vehicle Off Road OffRoad Sunroof Moonroof Back-Up Backup Camera _2014_ _Jeep_ _Grand_ _Cherokee_ _Limited_ _V6_ _3.6L_ _CARFAX_ _Leather_ _Seats_ _SUV_ _Sunroof_ _Backup_ _Camera_ _14_ *2014* *Jeep* *Grand* *Cherokee* *Limited* *V6* *3.6L* *CARFAX* *Leather* *Seats* *SUV* *Sunroof* *Backup* *Camera* *14*"		 gas	Jeep Grand Cherokee Limited V6 3	14.0	88644.0			2018-01-26 11:12am	 clean	 automatic	 1C4RJEBG3EC444474	2014.0
998	N/A	2500	N/A	WellMaintained2009 Chevrolet Tahoe LTNoAccidents8Cyl/5.3L/CleanTitleVe	https://northmiss.craigslist.org/cto/d/wellmaintained2009-chevrolet/6457840314.html	 good	 8 cylinders	New wheel bearingsNew bushingsNew upper and lower control armsNew steel braided brake linesNew Panhard adjustable rear stabilizer barWestin full length step barsHeavy duty tow packageRoof racksFull dark window tint by Tupelo TintTow mirrors with integrated turn signals	 4wd	 gas	Roof racks	8.0		 white		2018-01-12  9:09pm	 clean	 automatic		2009.0
999	N/A	20750	N/A	2014 Buick Enclave Leather Group V6 3.6L One Owner Third Row Seats	https://northmiss.craigslist.org/ctd/d/2014-buick-enclave-leather/6473623299.html			"2014 Buick Enclave Leather GroupFor Vehicle Availability Contact Us Now!!Butch Davis Chevrolet  ""DRIVE A LITTLE-SAVE A LOT!""Call Us AT: (662) 200-5006 Stock Number: P1117  Year:*2014*Make: *Buick*Model: *Enclave*Trim: *Leather Group*VIN: 5GAKRBKD5EJ160324Stock: P1117Mileage: 69896 milesEngine: 3.6L V6 SIDI DOHC VVTTransmission: 6-Speed AutomaticDriveline: Exterior: White Diamond TricoatBody: 4D Sport Utility SUVWe are conveniently located at:2015 City Ave NRipley, MS 38663Call Us (662) 200-5006Stock Number: P1117  2014 Buick Enclave Leather Group with Back Up Camera for sale - Only 69K miles 1 Owner Back Up Camera Leather seats Middle row captains chairs Third row seat Rear air Power assisted rear gate Heated - Memory - Power seats XM radio OnStar Bluetooth connectivity Power windows Power locks Cruise Remote starter Luggage rack Running boards 19 inch chrome wheels and much more. This luxury SUV offers a sharp looking color combination of White Diamond Tricoat paint with Titanium leather interior. This Buick has been checked out by our service department and has passed inspection. No need to worry about future repairs for a few extra dollars per month you can get bumper to bumper protection all the way up to 120000 miles!Awards:* 2014 KBB.com 10 Best Luxury Cars Under $40000 * 2014 KBB.com 5-Year Cost to Own Awards * 2014 KBB.com Brand Image AwardsButch Davis Chevrolet will help you save money while having the easiest car buying experience of your life! Many of the vehicles we stock are priced at thousand of dollars below what most other dealers charge. Our low no haggle internet prices are clearly marked on each and every vehicle. No pressure tactics here because our sales staff works on salary. At Butch Davis Chevrolet you will never waste time or get stressed out negotiating price or dealing with pushy commissioned sales people!FINANCING FOR FAIR GOOD AND EXCELLENT CREDIT - We have lenders that offer low interest rates. Most of our vehicles can be financed with 0 down for up to 75 months. The combination of low rates and flexible terms allows our customers with a good credit rating to get a low monthly payment often much less than they expect.FINANCING FOR POOR CREDIT - We have lenders that can help you. Bring your most recent paystub and your ID. A down payment of 2000 dollars or more is recommended.Trade ins are welcome.Open 9-7 during the week and 9-6 on Friday and Saturday. Closed Sundays. THANK YOU! Similar Years: 2012 12 2013 13 2014 14 2015 15 2016 16 Similar Trims: Convenience Group 4dr SUV 3.6L 6cyl 6A AWD Leather Premium 6AOther: V6 Liters One Owner 1 3rd Third Row Seats Heated CX CXL 2 L Sport Utility Vehicle Bluetooth Back-Up Backup Camera _2014_ _Buick_ _Enclave_ _Leather_ _Group_ _V6_ _3.6L_ _One_ _Owner_ _Third_ _Row_ _Seats_ _Bluetooth_ _Backup_ _Camera_ _Sport_ _Utility_ _14_ *2014* *Buick* *Enclave* *Leather* *Group* *V6* *3.6L* *One* *Owner* *Third* *Row* *Seats* *Bluetooth* *Backup* *Camera* *Sport* *Utility* *14*"		 gas	Buick Enclave Leather Group V6 3	16.0	69896.0			2018-01-26 11:06am	 clean	 automatic	 5GAKRBKD5EJ160324	2014.0
1000	N/A	11500	N/A	2016 Nissan Sentra SV 1.8L CARFAX One Owner Fuel Efficient Bluetooth	https://northmiss.craigslist.org/ctd/d/2016-nissan-sentra-sv-18l/6473613292.html			"2016 Nissan Sentra SVFor Vehicle Availability Contact Us Now!!Butch Davis Chevrolet  ""DRIVE A LITTLE-SAVE A LOT!""Call Us AT: (662) 200-5006 Stock Number: P0959  Year:*2016*Make: *Nissan*Model: *Sentra*Trim: *SV*VIN: 3N1AB7AP0GL642656Stock: P0959Mileage: 39469 milesEngine: 1.8L 4-Cylinder DOHC 16VTransmission: CVT with XtronicDriveline: Exterior: Fresh PowderBody: 4D Sedan SedanWe are conveniently located at:2015 City Ave NRipley, MS 38663Call Us (662) 200-5006Stock Number: P0959  2016 Nissan Sentra SV with Back Up Camera for sale - Only 39K miles 1 Owner Clean Carfax Automatic CVT transmission Back Up Camera Power drivers seat XM radio Bluetooth connectivity Power windows Power locks Cruise and much more. Safety features include ABS brakes Electronic Stability Control and Traction control. This vehicle offers a sharp looking color combination of Fresh Powder paint with Charcoal interior. Equipped with a powerful yet fuel friendly 1. 8L engine that gets an impressive 37 MPG on the highway.This Nissan has been checked out by our service department and has passed inspection. No need to worry this Sentra has remaining factory powertrain warranty until 60000 miles! Also for a few extra dollars per month you can extend the bumper to bumper protection all the way up to 120000 miles!Named a 2016 IIHS Top Safety Pick!Butch Davis Chevrolet will help you save money while having the easiest car buying experience of your life! Many of the vehicles we stock are priced at thousand of dollars below what most other dealers charge. Our low no haggle internet prices are clearly marked on each and every vehicle. No pressure tactics here because our sales staff works on salary. At Butch Davis Chevrolet you will never waste time or get stressed out negotiating price or dealing with pushy commissioned sales people!FINANCING FOR FAIR GOOD AND EXCELLENT CREDIT - We have lenders that offer low interest rates. Most of our vehicles can be financed with 0 down for up to 75 months. The combination of low rates and flexible terms allows our customers with a good credit rating to get a low monthly payment often much less than they expect.FINANCING FOR POOR CREDIT - We have lenders that can help you. Bring your most recent paystub and your ID. A down payment of 2000 dollars or more is recommended.Trade ins are welcome.Open 9-7 during the week and 9-6 on Friday and Saturday. Closed Sundays. THANK YOU! Similar Years: 2014 14 2015 15 2016 16 2017 17 2018 18 Similar Trims: Other: 1.8 Liters Liter 1.8Liter 1.8L CARFAX One Owner 1 Fuel Efficient Gas Saver S SR SV SL SE-R R V 1.6L 2.0L 2.5L Spec Sedan Bluetooth Back-Up Backup Camera _2016_ _Nissan_ _Sentra_ _SV_ _1.8L_ _CARFAX_ _One_ _Owner_ _Fuel_ _Efficient_ _Bluetooth_ _Backup_ _Camera_ _16_ *2016* *Nissan* *Sentra* *SV* *1.8L* *CARFAX* *One* *Owner* *Fuel* *Efficient* *Bluetooth* *Backup* *Camera* *16*"		 gas	Nissan Sentra SV 1.8L CARFAX One	4.0	39469.0			2018-01-26 11:00am	 clean	 automatic	 3N1AB7AP0GL642656	2016.0
1001	Central	3800	Alabama	Van- Dodge 1997 MarkIII- B2500 series conversion van	https://northmiss.craigslist.org/cto/d/van-dodge-1997-markiii-b2500/6473598321.html	 good	 8 cylinders	In Very Good condition. Clean Title. Can meet in Trussville area.IDEAL TRAVEL VAN. COMFORTABLE.WELL-KEPT. I am asking $3800 or Best Offer.Cash I get every noise checked, it's good to go!Kept up on the paint and kept seats and carpet covered. One driver for the last 17 yrs. NON- smokers and NO pets. It has mostly freeway miles which is a plus to the vehicle. Has new 2500 dollar Aamco rebuilt transmission and  hard parts. Was told at the same time engine could just go and go, because very well maintained. And seats are exceedingly comfortable, that is why I kept it all this time because you can not beat it for an excellent travel van! Van has many new major parts with warranties, including radiator. Also ice cold air just serviced, new computer and new rebuilt engine wiring harness. Has new headlights, as well as lifetime alignment with Firestone.  No dings or dents. 2 brand new Firestone tires and 2 have 30,000 miles left on themCruise ControlAutomatic TransmissionRear-Wheel Drive$3800can meet in Trussville areaCall or text  show contact info to set up a time to meet to see and test drive the van.	 rwd	 gas	Dodge Ram B2500 Mark III	12.0	266000.0	 green	 full-size	2018-01-26 10:50am	 clean	 automatic		1997.0
1002	Oxford	7500	MS	2008 BMW 335i Hardtop Convertible	https://northmiss.craigslist.org/cto/d/2008-bmw-335i-hardtop/6457127331.html	 good	 6 cylinders	Great Condition BMW 335i Hardtop Coupe Convertible. Aftermarket sound system. Pedal Shift. New Tires. Great Car. Aftermarket 19 inch wheels black and chrome lip. Fast and strong. Tinted Windows. Leather Interior. Von  show contact info		 gas	bmw 3-series 335i	2.0	141000.0		 full-size	2018-01-12 11:22am	 clean	 automatic		2008.0
1003	Tupelo	2600	N/A	2001 Toyota Camry	https://northmiss.craigslist.org/cto/d/2001-toyota-camry/6455377056.html			2001 Toyota Camry. Great car.  Super clean car inside. Body in good shape also.Runs and drives great. Air and heat both work. Needs nothing. 200k miles. $2600. Call or text 662255387six. Thank you.		 gas	toyota camry	7.0	200.0			2018-01-10  8:38pm	 clean	 automatic		2001.0
1004	LAPLACE	1	LA	96 Camaro Drag Car Stock Suspension Roller ///////	https://northmiss.craigslist.org/cto/d/96-camaro-drag-car-stock/6453171479.html			"96 Camaro With Clear Title in hand . With 01 front and rear updated .Weld front and rear rims; strange front and rear brakes;strange rear end, aluminum center, 3:70 gears; msd digital 7; arc 8000 ""at touch screen; k member and manual rack; mid plate and motor plate; magma fuel electric fuel pump and fuel cell; radiator and fan;b&m shi$er; Menscer front and rear double adjustable shocks and coil over; roll cage and rear car cage support;race cra$ torque arm and rear suspension wishbone with an) roll and an) roll adjustment; gauges and tach; trz motor sports steering wheel and sha$;Fiber glass doors; lexan front and rear windshields; Audi headlights; cowl hood .To Much To List Serious inq only call bobby for more info ."		 gas	chevrolet camaro	15.0				2018-01-09  7:46am	 clean	 automatic		1996.0
1005	N/A	14500	N/A	2012 Toyota Tundra Limited on Michelin LTX A/T tires.	https://northmiss.craigslist.org/cto/d/2012-toyota-tundra-limited-on/6473528379.html			undra Regular Cab, SR5 with Off Road (TRD) and Tow Packages. Purchased and maintained locally from the day it was new. Less than 15,000 miles on Michelin LTX A/T tires.		 gas	Tundra Limited	1.0				2018-01-26 10:02am	 clean	 automatic		2012.0
1006	Tupelo	15000	N/A	70 camaro	https://northmiss.craigslist.org/cto/d/70-camaro/6473488321.html			1970 camaro. Big block 454 with a 700R4 trans slap shift. This is a non matching numbers car. Fresh paint. New tires , new interior. Very solid car.  Clean title. Located at FUEL CYCLES.  Call me  show contact info		 gas	Camaro	7.0				2018-01-26  9:32am	 clean	 automatic		1970.0
1007	Courtland	23500	MS	2009 Duramax Z71	https://northmiss.craigslist.org/cto/d/2009-duramax-z71/6473479455.html	 good		White- Duramax Z71- 187,000 milesGood Condition		 diesel	chevrolet	1.0	187000.0			2018-01-26  9:26am	 clean	 automatic		2009.0
1008	Amory	11500	ms	Nissan Altima	https://northmiss.craigslist.org/cto/d/nissan-altima/6440309827.html			2014 Altima 4 cylinder S model with 78,000 miles. Power windows, locks,seats. Great car!! $11,500. Call  show contact info		 gas	nissan altima	6.0				2017-12-28  8:25am	 clean	 automatic		2014.0
1009	Saltillo	6900	N/A	2006 Ford Expedition XLT	https://northmiss.craigslist.org/cto/d/2006-ford-expedition-xlt/6473441680.html	 excellent	 8 cylinders	2006 Ford Expedition XLT3 rolls of seats New tiresDuel airshow contact info$7900 Reduced $6900	 rwd	 gas	Ford Expedition XLT	8.0		 brown	 full-size	2018-01-26  8:55am	 clean	 automatic		2006.0
